Game Code,Drive Number,Team Code,Start Period,Start Clock,Start Spot,Start Reason,End Period,End Clock,End Spot,End Reason,Plays,Yards,Time Of Possession,Red Zone Attempt
0149003020231021,19,30,4,594,75,KICKOFF,4,473,59,PUNT,5,16,121,0
0149003020231021,20,149,4,473,87,PUNT,4,333,87,PUNT,3,0,140,0
0149003020231021,21,30,4,333,53,PUNT,4,287,38,INTERCEPTION,3,15,46,0
0149003020231021,22,149,4,287,37,INTERCEPTION,4,234,0,TOUCHDOWN,3,37,53,1
0149003020231021,23,30,4,234,72,KICKOFF,4,169,0,TOUCHDOWN,4,72,65,1
0149003020231021,24,149,4,167,31,KICKOFF,4,116,26,MISSED FIELD GOAL,4,5,51,0
0149003020231021,25,30,4,116,45,MISSED FIELD GOAL,4,86,36,DOWNS,4,9,30,0
0149003020231021,26,149,4,86,64,DOWNS,4,0,68,END OF HALF,2,-4,86,0
0110067420231021,1,110,1,900,75,KICKOFF,1,627,0,TOUCHDOWN,11,75,273,1
0110067420231021,2,674,1,621,79,KICKOFF,1,490,82,PUNT,3,-3,131,0
0110067420231021,3,110,1,490,60,PUNT,1,435,0,TOUCHDOWN,3,60,55,1
0110067420231021,4,674,1,435,75,KICKOFF,1,377,72,PUNT,3,3,58,0
0110067420231021,5,110,1,377,80,PUNT,1,92,22,MISSED FIELD GOAL,11,58,285,1
0110067420231021,6,674,1,92,78,MISSED FIELD GOAL,2,730,46,PUNT,9,32,262,0
0110067420231021,7,110,2,730,97,PUNT,2,327,0,TOUCHDOWN,15,97,403,1
0110067420231021,8,674,2,320,72,KICKOFF,2,157,47,PUNT,6,25,163,0
0110067420231021,9,110,2,157,95,PUNT,2,81,75,PUNT,6,20,76,0
0110067420231021,10,674,2,81,69,PUNT,2,40,64,PUNT,3,5,41,0
0110067420231021,11,110,2,40,93,PUNT,2,0,70,END OF HALF,3,23,40,0
0110067420231021,12,674,3,900,75,KICKOFF,3,798,43,DOWNS,7,32,102,0
0110067420231021,13,110,3,798,57,DOWNS,3,694,32,DOWNS,5,25,104,0
0110067420231021,14,674,3,694,68,DOWNS,3,598,60,DOWNS,4,8,96,0
0110067420231021,15,110,3,598,40,DOWNS,3,407,0,TOUCHDOWN,8,40,191,1
0110067420231021,16,674,3,400,89,KICKOFF,3,353,91,PUNT,3,-2,47,0
0110067420231021,17,110,3,353,29,PUNT,3,296,0,TOUCHDOWN,2,29,57,1
0110067420231021,18,674,3,296,75,KICKOFF,3,191,0,TOUCHDOWN,6,75,105,1
0110067420231021,19,110,3,186,85,KICKOFF,3,89,78,PUNT,3,7,97,0
0110067420231021,20,674,3,89,65,PUNT,3,7,40,DOWNS,6,25,82,0
0110067420231021,21,110,3,7,60,DOWNS,4,868,0,TOUCHDOWN,5,60,39,0
0110067420231021,22,674,4,862,85,KICKOFF,4,729,29,FUMBLE,7,56,133,0
0110067420231021,23,110,4,729,72,FUMBLE,4,425,24,MISSED FIELD GOAL,10,48,304,0
0110067420231021,24,674,4,425,76,MISSED FIELD GOAL,4,417,76,INTERCEPTION,1,0,8,0
0110067420231021,25,110,4,417,64,INTERCEPTION,4,205,58,PUNT,5,6,212,0
0110067420231021,26,674,4,205,83,PUNT,4,75,70,PUNT,4,13,130,0
0110067420231021,27,110,4,75,69,PUNT,4,0,64,END OF HALF,3,5,75,0
0703028820231021,1,703,1,900,75,KICKOFF,1,602,0,TOUCHDOWN,11,75,298,1
0703028820231021,2,288,1,602,75,KICKOFF,1,512,79,PUNT,3,-4,90,0
0703028820231021,3,703,1,512,62,PUNT,1,416,0,TOUCHDOWN,4,62,96,0
0703028820231021,4,288,1,416,75,KICKOFF,1,361,71,PUNT,3,4,55,0
0703028820231021,5,703,1,361,73,PUNT,1,239,66,PUNT,3,7,122,0
0703028820231021,6,288,1,239,71,PUNT,1,140,58,PUNT,4,13,99,0
0703028820231021,7,703,1,140,58,PUNT,2,769,0,TOUCHDOWN,9,58,271,1
0703028820231021,8,288,2,764,85,KICKOFF,2,575,70,PUNT,5,15,189,0
0703028820231021,9,703,2,575,80,PUNT,2,453,79,PUNT,3,1,122,0
0703028820231021,10,288,2,453,71,PUNT,2,367,0,TOUCHDOWN,4,71,86,0
0703028820231021,11,703,2,359,55,KICKOFF,2,153,25,DOWNS,7,30,206,0
0703028820231021,12,288,2,153,75,DOWNS,2,26,0,TOUCHDOWN,9,75,127,0
0703028820231021,13,703,2,26,75,KICKOFF,2,0,83,END OF HALF,1,-8,26,0
0703028820231021,14,288,3,893,49,KICKOFF,3,749,0,TOUCHDOWN,6,49,144,1
0703028820231021,15,703,3,749,75,KICKOFF,3,497,44,DOWNS,10,31,252,0
0703028820231021,16,288,3,497,56,DOWNS,3,456,62,FUMBLE,3,-6,41,0
0703028820231021,17,703,3,456,38,FUMBLE,3,197,7,FIELD GOAL,11,31,259,1
0703028820231021,18,288,3,197,75,KICKOFF,4,761,28,INTERCEPTION,12,47,336,0
0703028820231021,19,703,4,761,80,INTERCEPTION,4,692,73,PUNT,3,7,69,0
0703028820231021,20,288,4,692,91,PUNT,4,463,23,FIELD GOAL,7,68,229,1
0703028820231021,21,703,4,455,53,KICKOFF,4,337,0,TOUCHDOWN,6,53,118,1
0703028820231021,22,288,4,337,75,KICKOFF,4,63,10,DOWNS,10,65,274,1
0703028820231021,23,703,4,63,90,DOWNS,4,0,92,END OF HALF,2,-2,63,0
0700007720231021,1,77,1,900,75,KICKOFF,1,694,0,TOUCHDOWN,7,75,206,1
0700007720231021,2,700,1,694,75,KICKOFF,1,281,7,DOWNS,14,68,413,1
0700007720231021,3,77,1,281,93,DOWNS,1,138,80,PUNT,5,13,143,0
0700007720231021,4,700,1,138,90,PUNT,1,130,100,FUMBLE,1,-10,8,0
0700007720231021,5,700,1,130,75,KICKOFF,2,744,45,PUNT,9,30,286,0
0700007720231021,6,77,2,744,91,PUNT,2,632,83,PUNT,3,8,112,0
0700007720231021,7,700,2,632,66,PUNT,2,559,0,TOUCHDOWN,4,66,73,0
0700007720231021,8,77,2,554,81,KICKOFF,2,371,0,TOUCHDOWN,7,81,183,1
0700007720231021,9,700,2,367,80,KICKOFF,2,153,35,INTERCEPTION,9,45,214,0
0700007720231021,10,77,2,153,40,INTERCEPTION,2,59,18,FIELD GOAL,6,22,94,1
0700007720231021,11,700,2,59,75,KICKOFF,2,0,57,INTERCEPTION,7,18,59,0
0700007720231021,12,700,3,900,75,KICKOFF,3,848,72,PUNT,3,3,52,0
0700007720231021,13,77,3,848,73,PUNT,3,711,51,PUNT,4,22,137,0
0700007720231021,14,700,3,711,92,PUNT,3,511,63,PUNT,8,29,200,0
0700007720231021,15,77,3,511,91,PUNT,3,445,84,PUNT,3,7,66,0
0700007720231021,16,700,3,445,60,PUNT,3,333,53,DOWNS,4,7,112,0
0700007720231021,17,77,3,333,47,DOWNS,3,249,50,PUNT,3,-3,84,0
0700007720231021,18,77,3,249,44,FUMBLE,3,79,24,FIELD GOAL,6,20,170,0
0700007720231021,19,700,3,69,67,KICKOFF,3,0,79,PUNT,3,-12,69,0
0700007720231021,20,77,3,0,81,PUNT,4,806,79,PUNT,3,2,94,0
0700007720231021,21,700,4,806,87,PUNT,4,521,0,TOUCHDOWN,14,87,285,1
0700007720231021,22,77,4,521,75,KICKOFF,4,400,67,PUNT,3,8,121,0
0700007720231021,23,700,4,400,62,PUNT,4,348,43,INTERCEPTION,3,19,52,0
0700007720231021,24,77,4,348,62,INTERCEPTION,4,18,50,PUNT,9,12,330,0
0700007720231021,25,700,4,18,94,PUNT,4,0,96,END OF HALF,1,-2,18,0
0458019620231021,1,196,1,900,75,KICKOFF,1,846,70,PUNT,3,5,54,0
0458019620231021,2,458,1,846,82,PUNT,1,398,17,FIELD GOAL,13,65,448,1
0458019620231021,3,196,1,398,75,KICKOFF,1,314,76,PUNT,3,-1,84,0
0458019620231021,4,458,1,314,60,PUNT,1,179,55,PUNT,3,5,135,0
0458019620231021,5,196,1,179,95,PUNT,1,63,86,PUNT,3,9,116,0
0458019620231021,6,458,1,63,54,PUNT,2,746,46,PUNT,6,8,217,0
0458019620231021,7,196,2,746,80,PUNT,2,655,52,PUNT,5,28,91,0
0458019620231021,8,458,2,655,70,PUNT,2,481,59,INTERCEPTION,5,11,174,0
0458019620231021,9,196,2,481,13,INTERCEPTION,2,372,7,MISSED FIELD GOAL,4,6,109,1
0458019620231021,10,458,2,372,80,MISSED FIELD GOAL,2,281,74,PUNT,3,6,91,0
0458019620231021,11,196,2,281,58,PUNT,2,229,58,PUNT,3,0,52,0
0458019620231021,12,458,2,229,87,PUNT,2,126,85,PUNT,3,2,103,0
0458019620231021,13,196,2,126,70,PUNT,2,53,62,PUNT,3,8,73,0
0458019620231021,14,458,2,53,94,PUNT,2,0,95,END OF HALF,2,-1,53,0
0458019620231021,15,458,3,900,75,KICKOFF,3,612,0,TOUCHDOWN,8,75,288,1
0458019620231021,16,196,3,612,75,KICKOFF,3,562,75,PUNT,3,0,50,0
0458019620231021,17,458,3,562,50,PUNT,3,458,45,PUNT,3,5,104,0
0458019620231021,18,196,3,458,80,PUNT,3,0,41,DOWNS,6,39,458,0
0458019620231021,19,458,3,0,59,DOWNS,4,895,28,MISSED FIELD GOAL,9,31,5,0
0458019620231021,20,196,4,895,72,MISSED FIELD GOAL,4,802,54,PUNT,4,18,93,0
0458019620231021,21,196,4,802,10,FUMBLE,4,794,0,TOUCHDOWN,2,10,8,1
0458019620231021,22,458,4,790,90,KICKOFF,4,387,27,MISSED FIELD GOAL,11,63,403,1
0458019620231021,23,196,4,387,73,MISSED FIELD GOAL,4,263,87,PUNT,3,-14,124,0
0458019620231021,24,458,4,263,62,PUNT,4,149,54,PUNT,3,8,114,0
0458019620231021,25,196,4,149,71,PUNT,4,34,31,MISSED FIELD GOAL,11,40,115,0
0458019620231021,26,458,4,34,69,MISSED FIELD GOAL,4,0,70,END OF HALF,1,-1,34,0
0051014020231021,1,140,1,896,82,KICKOFF,1,642,23,DOWNS,10,59,254,1
0051014020231021,2,51,1,642,77,DOWNS,1,578,69,PUNT,4,8,64,0
0051014020231021,3,140,1,578,79,PUNT,1,477,74,PUNT,3,5,101,0
0051014020231021,4,51,1,477,33,PUNT,1,355,36,FIELD GOAL,4,-3,122,0
0051014020231021,5,140,1,355,75,KICKOFF,2,895,0,TOUCHDOWN,14,75,360,1
0051014020231021,6,51,2,895,75,KICKOFF,2,736,0,TOUCHDOWN,7,75,159,1
0051014020231021,7,140,2,729,75,KICKOFF,2,602,63,PUNT,4,12,127,0
0051014020231021,8,51,2,602,72,PUNT,2,438,25,FIELD GOAL,8,47,164,1
0051014020231021,9,140,2,438,75,KICKOFF,2,359,0,TOUCHDOWN,4,75,79,0
0051014020231021,10,51,2,359,75,KICKOFF,2,190,53,DOWNS,5,22,169,0
0051014020231021,11,140,2,190,47,DOWNS,2,109,76,PUNT,3,-29,81,0
0051014020231021,12,51,2,109,64,PUNT,2,65,40,DOWNS,5,24,44,0
0051014020231021,13,140,2,65,60,DOWNS,2,26,64,PUNT,3,-4,39,0
0051014020231021,14,51,2,26,84,PUNT,2,0,75,END OF HALF,3,9,26,0
0051014020231021,15,51,3,900,75,KICKOFF,3,737,0,TOUCHDOWN,6,75,163,1
0051014020231021,16,140,3,737,75,KICKOFF,3,574,15,DOWNS,8,60,163,1
0051014020231021,17,51,3,574,85,DOWNS,3,300,29,FIELD GOAL,9,56,274,0
0051014020231021,18,140,3,292,62,KICKOFF,4,860,0,TOUCHDOWN,12,62,332,1
0051014020231021,19,51,4,855,83,KICKOFF,4,421,26,FIELD GOAL,15,57,434,1
0051014020231021,20,140,4,421,75,KICKOFF,4,303,0,TOUCHDOWN,6,75,118,0
0051014020231021,21,51,4,303,75,KICKOFF,4,139,58,PUNT,6,17,164,0
0051014020231021,22,140,4,139,93,PUNT,4,85,58,DOWNS,7,35,54,0
0051014020231021,23,51,4,85,42,DOWNS,4,0,33,END OF HALF,2,9,85,0
0521076820231021,1,768,1,897,81,KICKOFF,1,833,73,PUNT,3,8,64,0
0521076820231021,2,768,1,833,33,FUMBLE,1,823,29,FUMBLE,2,4,10,0
0521076820231021,3,521,1,823,71,FUMBLE,1,660,20,FIELD GOAL,9,51,163,1
0521076820231021,4,768,1,660,75,KICKOFF,1,545,65,INTERCEPTION,4,10,115,0
0521076820231021,5,521,1,545,39,INTERCEPTION,1,439,0,TOUCHDOWN,6,39,106,1
0521076820231021,6,768,1,439,75,KICKOFF,2,857,0,TOUCHDOWN,14,75,482,1
0521076820231021,7,521,2,857,70,KICKOFF,2,803,65,PUNT,3,5,54,0
0521076820231021,8,768,2,803,59,PUNT,2,529,16,FIELD GOAL,8,43,274,1
0521076820231021,9,521,2,529,75,KICKOFF,2,306,12,FIELD GOAL,10,63,223,1
0521076820231021,10,768,2,306,75,KICKOFF,2,157,0,TOUCHDOWN,5,75,149,0
0521076820231021,11,521,2,152,73,KICKOFF,2,13,14,MISSED FIELD GOAL,8,59,139,1
0521076820231021,12,768,2,13,80,MISSED FIELD GOAL,2,0,82,END OF HALF,1,-2,13,0
0521076820231021,13,521,3,895,83,KICKOFF,3,714,53,PUNT,7,30,181,0
0521076820231021,14,768,3,714,92,PUNT,3,646,91,PUNT,3,1,68,0
0521076820231021,15,521,3,646,62,PUNT,3,484,43,INTERCEPTION,5,19,162,0
0521076820231021,16,768,3,484,96,INTERCEPTION,3,436,93,PUNT,3,3,48,0
0521076820231021,17,521,3,436,52,PUNT,3,292,0,TOUCHDOWN,6,52,144,1
0521076820231021,18,768,3,292,75,KICKOFF,3,90,0,TOUCHDOWN,7,75,202,0
0521076820231021,19,521,3,89,80,KICKOFF,4,851,71,PUNT,6,9,138,0
0521076820231021,20,521,4,851,27,FUMBLE,4,796,0,TOUCHDOWN,3,27,55,1
0521076820231021,21,768,4,796,75,KICKOFF,4,579,11,FIELD GOAL,8,64,217,1
0521076820231021,22,521,4,571,74,KICKOFF,4,420,0,TOUCHDOWN,5,74,151,0
0521076820231021,23,768,4,420,75,KICKOFF,4,265,54,DOWNS,5,21,155,0
0521076820231021,24,521,4,265,46,DOWNS,4,255,0,TOUCHDOWN,1,46,10,0
0521076820231021,25,768,4,255,75,KICKOFF,4,157,0,TOUCHDOWN,6,75,98,1
0521076820231021,26,521,4,156,61,KICKOFF,4,100,0,TOUCHDOWN,2,61,56,0
0521076820231021,27,768,4,100,75,KICKOFF,4,42,12,DOWNS,7,63,58,1
0521076820231021,28,521,4,42,88,DOWNS,4,0,92,END OF HALF,1,-4,42,0
0404000920231021,1,9,1,900,75,KICKOFF,1,844,0,TOUCHDOWN,3,75,56,0
0404000920231021,2,404,1,837,71,KICKOFF,1,645,0,TOUCHDOWN,8,71,192,1
0404000920231021,3,9,1,640,78,KICKOFF,1,246,0,TOUCHDOWN,14,78,394,1
0404000920231021,4,404,1,239,63,KICKOFF,2,775,0,TOUCHDOWN,12,63,364,1
0404000920231021,5,9,2,775,75,KICKOFF,2,484,13,DOWNS,10,62,291,1
0404000920231021,6,404,2,484,87,DOWNS,2,390,80,PUNT,3,7,94,0
0404000920231021,7,9,2,390,67,PUNT,2,345,63,INTERCEPTION,3,4,45,0
0404000920231021,8,9,2,338,75,KICKOFF,2,165,0,TOUCHDOWN,7,75,173,0
0404000920231021,9,404,2,158,76,KICKOFF,2,102,62,PUNT,4,14,56,0
0404000920231021,10,9,2,102,70,PUNT,2,17,17,DOWNS,9,53,85,1
0404000920231021,11,404,2,17,83,DOWNS,2,0,86,END OF HALF,1,-3,17,0
0404000920231021,12,404,3,900,75,KICKOFF,3,610,24,FIELD GOAL,11,51,290,1
0404000920231021,13,9,3,610,65,KICKOFF,3,504,61,INTERCEPTION,4,4,106,0
0404000920231021,14,404,3,504,8,INTERCEPTION,3,499,0,TOUCHDOWN,1,8,5,1
0404000920231021,15,9,3,499,65,KICKOFF,3,414,59,PUNT,3,6,85,0
0404000920231021,16,404,3,414,82,PUNT,3,36,0,TOUCHDOWN,12,82,378,1
0404000920231021,17,9,3,36,71,KICKOFF,4,892,43,FUMBLE,3,28,44,0
0404000920231021,18,404,4,892,57,FUMBLE,4,792,48,DOWNS,4,9,100,0
0404000920231021,19,9,4,792,52,DOWNS,4,714,52,INTERCEPTION,3,0,78,0
0404000920231021,20,404,4,714,53,INTERCEPTION,4,146,0,TOUCHDOWN,15,53,568,1
0404000920231021,21,9,4,137,66,KICKOFF,4,28,40,DOWNS,8,26,109,0
0404000920231021,22,404,4,28,60,DOWNS,4,0,63,END OF HALF,1,-3,28,0
0545074920231021,1,545,1,900,75,KICKOFF,1,492,0,TOUCHDOWN,13,75,408,1
0545074920231021,2,749,1,488,80,KICKOFF,1,370,74,PUNT,4,6,118,0
0545074920231021,3,545,1,370,57,PUNT,1,268,63,PUNT,3,-6,102,0
0545074920231021,4,749,1,268,47,PUNT,1,212,47,PUNT,3,0,56,0
0545074920231021,5,545,1,212,92,PUNT,1,4,54,PUNT,6,38,208,0
0545074920231021,6,749,1,4,80,PUNT,2,741,64,PUNT,5,16,163,0
0545074920231021,7,545,2,741,52,PUNT,2,505,36,DOWNS,7,16,236,0
0545074920231021,8,749,2,505,64,DOWNS,2,193,39,PUNT,9,25,312,0
0545074920231021,9,545,2,193,97,PUNT,2,106,81,PUNT,6,16,87,0
0545074920231021,10,749,2,106,55,PUNT,2,92,0,TOUCHDOWN,2,55,14,1
0545074920231021,11,545,2,92,65,KICKOFF,2,0,51,END OF HALF,5,14,92,0
0545074920231021,12,749,3,900,75,KICKOFF,3,789,75,PUNT,3,0,111,0
0545074920231021,13,545,3,789,75,PUNT,3,667,64,PUNT,6,11,122,0
0545074920231021,14,749,3,667,59,PUNT,3,489,47,PUNT,5,12,178,0
0545074920231021,15,545,3,489,80,PUNT,3,330,41,DOWNS,5,39,159,0
0545074920231021,16,749,3,330,59,DOWNS,3,282,55,PUNT,3,4,48,0
0545074920231021,17,545,3,282,84,PUNT,3,228,80,PUNT,3,4,54,0
0545074920231021,18,749,3,228,76,PUNT,3,62,59,INTERCEPTION,6,17,166,0
0545074920231021,19,545,3,62,66,INTERCEPTION,4,783,23,FIELD GOAL,7,43,179,0
0545074920231021,20,749,4,783,75,KICKOFF,4,602,32,DOWNS,7,43,181,0
0545074920231021,21,545,4,602,68,DOWNS,4,365,53,PUNT,5,15,237,0
0545074920231021,22,749,4,365,89,PUNT,4,182,0,TOUCHDOWN,6,89,183,0
0545074920231021,23,545,4,182,75,KICKOFF,4,90,0,TOUCHDOWN,7,75,92,0
0545074920231021,24,749,4,90,75,KICKOFF,4,63,37,INTERCEPTION,3,38,27,0
0545074920231021,25,545,4,63,72,INTERCEPTION,4,40,84,PUNT,3,-12,23,0
0545074920231021,26,749,4,40,48,PUNT,4,7,0,TOUCHDOWN,6,48,33,1
0545074920231021,27,545,4,6,77,KICKOFF,4,0,36,END OF HALF,2,41,6,0
0721072620231021,1,721,1,900,75,KICKOFF,1,578,25,MISSED FIELD GOAL,9,50,322,0
0721072620231021,2,726,1,578,75,MISSED FIELD GOAL,1,493,74,PUNT,3,1,85,0
0721072620231021,3,721,1,493,72,PUNT,1,309,81,PUNT,4,-9,184,0
0721072620231021,4,726,1,309,58,PUNT,1,190,64,PUNT,3,-6,119,0
0721072620231021,5,721,1,190,68,PUNT,1,144,42,FUMBLE,2,26,46,0
0721072620231021,6,726,1,144,58,FUMBLE,1,17,52,PUNT,3,6,127,0
0721072620231021,7,721,1,17,94,PUNT,2,888,0,TOUCHDOWN,2,94,29,0
0721072620231021,8,726,2,888,86,KICKOFF,2,673,74,PUNT,6,12,215,0
0721072620231021,9,721,2,673,65,PUNT,2,515,39,PUNT,4,26,158,0
0721072620231021,10,726,2,515,89,PUNT,2,391,82,PUNT,3,7,124,0
0721072620231021,11,721,2,391,42,PUNT,2,278,40,PUNT,3,2,113,0
0721072620231021,12,726,2,278,93,PUNT,2,188,95,PUNT,3,-2,90,0
0721072620231021,13,721,2,188,45,PUNT,2,78,38,PUNT,3,7,110,0
0721072620231021,14,726,2,78,84,PUNT,2,0,87,END OF HALF,3,-3,78,0
0721072620231021,15,726,3,900,82,KICKOFF,3,823,78,PUNT,3,4,77,0
0721072620231021,16,721,3,823,65,PUNT,3,704,56,PUNT,3,9,119,0
0721072620231021,17,726,3,704,91,PUNT,3,622,87,PUNT,3,4,82,0
0721072620231021,18,721,3,622,58,PUNT,3,355,23,FIELD GOAL,9,35,267,0
0721072620231021,19,726,3,355,81,KICKOFF,3,219,98,PUNT,3,-17,136,0
0721072620231021,20,721,3,219,34,PUNT,4,895,18,MISSED FIELD GOAL,7,16,224,1
0721072620231021,21,726,4,895,80,MISSED FIELD GOAL,4,602,68,PUNT,8,12,293,0
0721072620231021,22,721,4,602,80,PUNT,4,400,62,PUNT,5,18,202,0
0721072620231021,23,726,4,400,76,PUNT,4,328,63,INTERCEPTION,5,13,72,0
0721072620231021,24,721,4,328,45,INTERCEPTION,4,248,38,PUNT,3,7,80,0
0721072620231021,25,726,4,248,89,PUNT,4,231,89,INTERCEPTION,3,0,17,0
0721072620231021,26,726,4,231,78,KICKOFF,4,50,0,TOUCHDOWN,15,78,181,1
0721072620231021,27,721,4,50,50,KICKOFF,4,0,53,END OF HALF,2,-3,50,0
0418041620231021,1,418,1,895,84,KICKOFF,1,530,0,TOUCHDOWN,12,84,365,1
0418041620231021,2,416,1,530,75,KICKOFF,1,287,49,DOWNS,7,26,243,0
0418041620231021,3,418,1,287,51,DOWNS,1,115,0,TOUCHDOWN,5,51,172,0
0418041620231021,4,416,1,115,75,KICKOFF,1,54,80,PUNT,3,-5,61,0
0418041620231021,5,418,1,54,66,PUNT,2,644,0,TOUCHDOWN,11,66,310,1
0418041620231021,6,416,2,644,75,KICKOFF,2,581,69,PUNT,3,6,63,0
0418041620231021,7,418,2,581,79,PUNT,2,474,70,PUNT,3,9,107,0
0418041620231021,8,416,2,474,82,PUNT,2,413,79,PUNT,3,3,61,0
0418041620231021,9,418,2,413,48,PUNT,2,174,0,TOUCHDOWN,7,48,239,0
0418041620231021,10,416,2,174,75,KICKOFF,2,99,69,PUNT,5,6,75,0
0418041620231021,11,418,2,99,80,PUNT,2,0,9,END OF HALF,10,71,99,1
0418041620231021,12,416,3,900,75,KICKOFF,3,589,42,INTERCEPTION,9,33,311,0
0418041620231021,13,416,3,583,85,KICKOFF,3,470,79,PUNT,3,6,113,0
0418041620231021,14,418,3,470,65,PUNT,3,404,0,TOUCHDOWN,3,65,66,1
0418041620231021,15,416,3,404,75,KICKOFF,3,316,66,PUNT,3,9,88,0
0418041620231021,16,418,3,316,86,PUNT,3,225,79,PUNT,3,7,91,0
0418041620231021,17,416,3,225,69,PUNT,3,37,44,PUNT,7,25,188,0
0418041620231021,18,418,3,37,90,PUNT,4,622,64,PUNT,7,26,315,0
0418041620231021,19,416,4,622,78,PUNT,4,320,20,DOWNS,13,58,302,0
0418041620231021,20,418,4,320,80,DOWNS,4,200,71,PUNT,3,9,120,0
0418041620231021,21,416,4,200,74,PUNT,4,190,74,INTERCEPTION,1,0,10,0
0418041620231021,22,418,4,190,33,INTERCEPTION,4,8,0,TOUCHDOWN,5,33,182,1
0418041620231021,23,416,4,8,75,KICKOFF,4,0,75,END OF HALF,1,0,8,0
0147041520231021,1,147,1,900,75,KICKOFF,1,809,74,PUNT,3,1,91,0
0147041520231021,2,415,1,809,67,PUNT,1,639,56,PUNT,5,11,170,0
0147041520231021,3,147,1,639,84,PUNT,1,247,0,FUMBLE,13,84,392,1
0147041520231021,4,415,1,247,80,FUMBLE,1,233,0,TOUCHDOWN,1,80,14,0
0147041520231021,5,147,1,225,57,KICKOFF,1,116,48,PUNT,4,9,109,0
0147041520231021,6,415,1,116,90,PUNT,1,20,89,PUNT,3,1,96,0
0147041520231021,7,147,1,20,50,PUNT,2,816,28,FUMBLE,5,22,104,0
0147041520231021,8,415,2,816,72,FUMBLE,2,675,55,PUNT,6,17,141,0
0147041520231021,9,147,2,675,90,PUNT,2,489,0,TOUCHDOWN,7,90,186,0
0147041520231021,10,415,2,481,66,KICKOFF,2,350,68,PUNT,3,-2,131,0
0147041520231021,11,147,2,350,63,PUNT,2,135,56,INTERCEPTION,8,7,215,0
0147041520231021,12,415,2,135,74,INTERCEPTION,2,48,51,INTERCEPTION,7,23,87,0
0147041520231021,13,147,2,48,90,INTERCEPTION,2,0,97,END OF HALF,2,-7,48,0
0147041520231021,14,415,3,900,75,KICKOFF,3,759,66,PUNT,3,9,141,0
0147041520231021,15,147,3,759,81,PUNT,3,518,23,FIELD GOAL,8,58,241,1
0147041520231021,16,415,3,518,65,KICKOFF,3,182,36,DOWNS,8,29,336,0
0147041520231021,17,147,3,182,64,DOWNS,3,121,0,TOUCHDOWN,2,64,61,1
0147041520231021,18,415,3,121,75,KICKOFF,4,480,0,TOUCHDOWN,15,75,541,1
0147041520231021,19,147,4,480,75,KICKOFF,4,425,70,PUNT,3,5,55,0
0147041520231021,20,415,4,425,63,PUNT,4,111,20,FIELD GOAL,10,43,314,1
0147041520231021,21,147,4,111,75,KICKOFF,4,86,75,PUNT,3,0,25,0
0147041520231021,22,415,4,86,72,PUNT,4,0,58,END OF HALF,4,14,86,0
0147041520231021,23,147,5,,25,POSSESSION,5,,14,FIELD GOAL,7,11,,1
0147041520231021,24,415,5,,25,POSSESSION,5,,17,FIELD GOAL,4,8,,1
0147041520231021,25,415,5,,25,POSSESSION,5,,0,TOUCHDOWN,5,25,,1
0147041520231021,26,147,5,,25,POSSESSION,5,,9,DOWNS,6,16,,1
0498025320231021,1,253,1,900,70,KICKOFF,1,845,48,FUMBLE,3,22,55,0
0498025320231021,2,498,1,845,52,FUMBLE,1,711,0,TOUCHDOWN,5,52,134,1
0498025320231021,3,253,1,711,75,KICKOFF,1,627,0,TOUCHDOWN,6,75,84,0
0498025320231021,4,498,1,620,71,KICKOFF,1,470,62,PUNT,5,9,150,0
0498025320231021,5,253,1,470,96,PUNT,1,278,52,PUNT,9,44,192,0
0498025320231021,6,498,1,278,83,PUNT,1,70,45,PUNT,8,38,208,0
0498025320231021,7,253,1,70,96,PUNT,2,757,38,INTERCEPTION,7,58,213,0
0498025320231021,8,498,2,757,76,INTERCEPTION,2,529,60,PUNT,6,16,228,0
0498025320231021,9,253,2,529,60,PUNT,2,374,0,TOUCHDOWN,6,60,155,1
0498025320231021,10,498,2,370,92,KICKOFF,2,316,98,FUMBLE,3,-6,54,0
0498025320231021,11,253,2,316,2,FUMBLE,2,311,0,TOUCHDOWN,1,2,5,1
0498025320231021,12,498,2,312,75,KICKOFF,2,305,83,FUMBLE,1,-8,7,0
0498025320231021,13,253,2,305,17,FUMBLE,2,268,0,TOUCHDOWN,2,17,37,1
0498025320231021,14,498,2,268,75,KICKOFF,2,203,74,INTERCEPTION,4,1,65,0
0498025320231021,15,253,2,203,9,INTERCEPTION,2,121,10,FIELD GOAL,4,-1,82,1
0498025320231021,16,498,2,121,75,KICKOFF,2,94,0,TOUCHDOWN,3,75,27,0
0498025320231021,17,253,2,94,75,KICKOFF,2,49,56,PUNT,4,19,45,0
0498025320231021,18,498,2,49,80,PUNT,2,1,42,DOWNS,7,38,48,0
0498025320231021,19,253,2,1,58,DOWNS,2,0,34,END OF HALF,1,24,1,0
0498025320231021,20,498,3,900,75,KICKOFF,3,603,10,FIELD GOAL,9,65,297,1
0498025320231021,21,253,3,594,70,KICKOFF,3,338,30,MISSED FIELD GOAL,12,40,256,0
0498025320231021,22,498,3,338,55,MISSED FIELD GOAL,3,275,55,PUNT,3,0,63,0
0498025320231021,23,253,3,275,76,PUNT,3,188,68,PUNT,3,8,87,0
0498025320231021,24,498,3,188,76,PUNT,3,30,37,DOWNS,5,39,158,0
0498025320231021,25,253,3,30,63,DOWNS,4,794,68,PUNT,5,-5,136,0
